,State,2013 Rural-urban Continuum Code,2013 Urban Influence Code,"Percent of adults with a high school diploma only, 1970","Percent of adults completing some college (1-3 years), 1970","Percent of adults completing four years of college or higher, 1970","Percent of adults with a high school diploma only, 1980","Percent of adults completing some college (1-3 years), 1980","Percent of adults completing four years of college or higher, 1980","Percent of adults with a high school diploma only, 1990","Percent of adults completing some college or associate's degree, 1990","Percent of adults with a bachelor's degree or higher, 1990","Percent of adults with a high school diploma only, 2000","Percent of adults completing some college or associate's degree, 2000","Percent of adults with a bachelor's degree or higher, 2000","Percent of adults with a high school diploma only, 2010-2014","Percent of adults completing some college or associate's degree, 2010-2014","Percent of adults with a bachelor's degree or higher, 2010-2014",Economic_typology_2015,POP_ESTIMATE_2014,R_birth_2014,R_death_2014,R_INTERNATIONAL_MIG_2014,R_DOMESTIC_MIG_2014,Civilian_labor_force_2014,Unemployment_rate_2014,Median_Household_Income_2014,PCTPOVALL_2014
3043,WI,2.0,2.0,0.359,0.106,0.084,0.43,0.14400000000000002,0.11800000000000001,0.396,0.228,0.14800000000000002,0.36200000000000004,0.314,0.183,0.32538174192279967,0.38721410315223814,0.21921488957336657,5.0,43733,0.008930508764900001,0.0095243533375,0.0006623651002,-0.002169816708,23581.0,0.057,46475.0,0.139
1278,MI,6.0,6.0,0.315,0.08,0.055,0.402,0.115,0.08900000000000001,0.409,0.196,0.105,0.40399999999999997,0.26899999999999996,0.114,0.41284039565270475,0.3165832213945537,0.13017462449627548,5.0,47883,0.011019973702,0.010018157911,0.0004174232463,-0.002462797153,22729.0,0.07200000000000001,41588.0,0.21
2139,OK,5.0,8.0,0.34299999999999997,0.134,0.109,0.387,0.168,0.161,0.364,0.228,0.17300000000000001,0.35600000000000004,0.271,0.196,0.3570581550471861,0.2893670635900984,0.21458570087454923,0.0,62977,0.015775537549,0.010798826007,0.0035570726727,0.0013239328782,29639.0,0.036000000000000004,49136.0,0.145
773,IN,6.0,6.0,0.433,0.077,0.05,0.48100000000000004,0.1,0.085,0.47700000000000004,0.19399999999999998,0.107,0.47700000000000004,0.24,0.105,0.43139685913330966,0.3048766088085961,0.15125752745306412,3.0,24408,0.012226393419,0.010585266786,0.0002871971609,0.0009026196484,13460.0,0.051,50731.0,0.11199999999999999
1647,NE,9.0,12.0,0.34600000000000003,0.07,0.039,0.377,0.135,0.086,0.40299999999999997,0.21899999999999997,0.099,0.429,0.273,0.128,0.42799188640973623,0.308316430020284,0.18593644354293443,1.0,2027,0.006426099851699999,0.013840830450000001,0.0,0.011863568957,1101.0,0.033,39964.0,0.139
1067,KY,6.0,6.0,0.22699999999999998,0.049,0.032,0.311,0.07200000000000001,0.065,0.354,0.133,0.062,0.40700000000000003,0.17,0.081,0.4135104190519808,0.26562857797114725,0.09580948019235173,4.0,31243,0.011167285294,0.012863176757,6.399590430000001e-05,0.0012799180852,12364.0,0.076,38916.0,0.21600000000000003
1201,MD,2.0,2.0,0.196,0.071,0.055999999999999994,0.289,0.124,0.115,0.354,0.207,0.14800000000000002,0.341,0.259,0.21600000000000003,0.3334027271780993,0.2783126886645155,0.28159154782970747,5.0,51563,0.008673885202000001,0.012050296890999998,0.0013195172119,0.0041525982846,25666.0,0.115,55691.0,0.11900000000000001
692,IN,1.0,1.0,0.331,0.078,0.055999999999999994,0.409,0.136,0.092,0.371,0.244,0.11199999999999999,0.365,0.29,0.14300000000000002,0.33944810693905203,0.3334940198556427,0.19700601923026814,0.0,114301,0.013731327508,0.0094947857948,0.0008279312289,0.0084730834273,57633.0,0.054000000000000006,52050.0,0.106
2227,OR,9.0,10.0,0.341,0.107,0.07400000000000001,0.478,0.126,0.069,0.39299999999999996,0.193,0.107,0.37200000000000005,0.278,0.14300000000000002,0.3589981447124304,0.37291280148423006,0.1614100185528757,1.0,1372,0.009413468501100001,0.0072411296162000005,0.0,-0.01448225923,730.0,0.063,33387.0,0.233
2499,TN,9.0,10.0,0.16399999999999998,0.03,0.016,0.28600000000000003,0.055,0.05,0.363,0.076,0.040999999999999995,0.424,0.11800000000000001,0.078,0.5179766922886189,0.16042648152739894,0.12397718819737168,4.0,5611,0.010211393766,0.012898602650999999,0.0,0.013436044429,2115.0,0.095,34884.0,0.20600000000000002
847,IA,6.0,6.0,0.369,0.127,0.076,0.435,0.151,0.10800000000000001,0.42,0.226,0.135,0.39299999999999996,0.29600000000000004,0.166,0.3617021276595745,0.34263264765604307,0.18266089873752986,0.0,15543,0.011382270667,0.012475483103,0.0007073727532999999,-0.0010289058229999998,6596.0,0.044000000000000004,46927.0,0.146
893,KS,9.0,12.0,0.36700000000000005,0.086,0.069,0.40700000000000003,0.166,0.10800000000000001,0.375,0.27399999999999997,0.136,0.4,0.31,0.154,0.35859269282814615,0.30717185385656287,0.23319801533603968,1.0,2890,0.009656837385800001,0.011726159682999998,0.0,-0.005173305742,1355.0,0.035,41434.0,0.139
1967,NC,8.0,4.0,0.19699999999999998,0.051,0.042,0.222,0.09,0.063,0.316,0.15,0.071,0.319,0.239,0.11599999999999999,0.3460109437276228,0.27460649868269943,0.15206377085725867,4.0,20224,0.0092945486734,0.011261648922000001,0.0004917750621,-0.009048661142,7211.0,0.08900000000000001,33869.0,0.228
1896,NC,9.0,12.0,0.141,0.05,0.052000000000000005,0.261,0.105,0.098,0.321,0.182,0.126,0.33799999999999997,0.273,0.154,0.29926171079429736,0.37894602851323833,0.20112016293279023,5.0,10618,0.007342213018300001,0.013460723867,0.0004706546807,0.0041417611898,4099.0,0.065,37072.0,0.185
2631,TX,4.0,5.0,0.191,0.078,0.065,0.23600000000000002,0.107,0.08800000000000001,0.268,0.192,0.094,0.324,0.215,0.109,0.33123263005440945,0.2770579715817904,0.10737072846126748,2.0,41378,0.01548278353,0.0094389597881,0.0001203948953,-0.01370093908,20102.0,0.052000000000000005,46200.0,0.20199999999999999
2913,VA,1.0,1.0,0.304,0.11699999999999999,0.115,0.337,0.184,0.154,0.292,0.314,0.191,0.28,0.35700000000000004,0.218,0.2686452131759134,0.3916807220168217,0.2332369005998191,4.0,137813,0.013656069102,0.0089393108009,0.0023038711575999998,-0.0032995504910000003,65815.0,0.067,47615.0,0.152
2891,VA,1.0,1.0,0.155,0.055999999999999994,0.061,0.20800000000000002,0.08199999999999999,0.081,0.305,0.151,0.086,0.332,0.14400000000000002,0.1,0.40271745183205254,0.19367412852210716,0.08976500723911346,4.0,11763,0.008488964346299999,0.0088285229202,0.0004244482173,-0.002376910017,4122.0,0.078,37748.0,0.239
2063,OH,6.0,4.0,0.36200000000000004,0.063,0.040999999999999995,0.429,0.077,0.068,0.42,0.162,0.08199999999999999,0.44799999999999995,0.218,0.09699999999999999,0.43404897455243857,0.2759105562795802,0.1120447218602099,0.0,43115,0.012712305929,0.010443078276999999,-2.3155383999999998e-05,-0.004746853762,17325.0,0.077,41611.0,0.193
1816,NY,2.0,2.0,0.374,0.109,0.11199999999999999,0.389,0.149,0.156,0.32899999999999996,0.253,0.207,0.327,0.284,0.22699999999999998,0.3304728506615971,0.30271379772625706,0.26207121162774843,0.0,197516,0.010592866998,0.010628243938999998,0.0031384400789999994,-0.006307203251000001,88166.0,0.066,46283.0,0.172
2685,TX,7.0,11.0,0.379,0.12300000000000001,0.079,0.35600000000000004,0.17300000000000001,0.13699999999999998,0.336,0.23800000000000002,0.138,0.27399999999999997,0.257,0.161,0.33456710653363375,0.26472481493401995,0.13968458319922755,2.0,10720,0.017181007517,0.0055091274102,0.0017741257762,-0.011765255149999999,5573.0,0.03,61773.0,0.107
2091,OH,1.0,1.0,0.36200000000000004,0.049,0.027999999999999997,0.47700000000000004,0.07,0.063,0.486,0.141,0.057999999999999996,0.511,0.209,0.069,0.45525194284281784,0.27391994651959556,0.11013620790507225,0.0,35910,0.012239731839000002,0.010209049056,0.0,-0.003838824986,15816.0,0.07400000000000001,43341.0,0.17800000000000002
1563,MO,4.0,3.0,0.26,0.067,0.052000000000000005,0.35,0.099,0.078,0.32899999999999996,0.204,0.091,0.34700000000000003,0.275,0.102,0.32914380642199825,0.33668495486240135,0.14610155413233075,4.0,65948,0.011201174610000001,0.011246584777000001,0.0002421875591,-0.003890137668,26363.0,0.077,40376.0,0.203
2299,RI,1.0,1.0,0.27,0.07200000000000001,0.079,0.317,0.115,0.129,0.292,0.196,0.183,0.281,0.231,0.213,0.2861380585883897,0.26221347174989557,0.26366923214605326,0.0,632025,0.011603680654000002,0.0088220306679,0.0063874925604999995,-0.0052177730789999995,324379.0,0.08199999999999999,47278.0,0.183
2964,WA,1.0,1.0,0.392,0.135,0.095,0.39899999999999997,0.228,0.153,0.297,0.366,0.193,0.259,0.38799999999999996,0.244,0.24203395971938446,0.37772991253409566,0.293178867271245,3.0,759417,0.012687447065999998,0.0067475961938,0.0038102197054000002,0.0079578856469,396624.0,0.053,71890.0,0.099
2857,VA,8.0,4.0,0.221,0.038,0.038,0.259,0.079,0.07200000000000001,0.34600000000000003,0.165,0.087,0.349,0.22899999999999998,0.14,0.3886612869853094,0.2464721704945169,0.19164080281398718,5.0,34312,0.011128030924,0.0095173948694,-8.7852876e-05,0.0074967787279,18518.0,0.051,60121.0,0.115
